"id","source","text","created","hour","quote","picture","very","length"
"759084522705068032","iPhone","What Bernie Sanders really thinks of Crooked Hillary Clinton.",2016-07-29 17:53:47,12,"no_quote","picture","no_very",61
"759082026687352834","Android","I am watching Crooked Hillary speak. Same old stuff, our country needs change!",2016-07-29 17:43:52,12,"no_quote","no_picture","no_very",78
"759071976182861824","Android","Wow, my campaign is hearing from more and more Bernie supporters that they will NEVER support Crooked Hillary. She sold them out, V.P. pick!",2016-07-29 17:03:56,12,"no_quote","no_picture","no_very",140
"759070976181084160","iPhone","In Hillary Clinton's America - things get worse. #TrumpPence16",2016-07-29 16:59:58,11,"no_quote","picture","no_very",62
"759070106546638849","Android","The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!",2016-07-29 16:56:30,11,"no_quote","no_picture","very",138
"759064533814038528","iPhone","Thank you! Facebook: Instagram:",2016-07-29 16:34:22,11,"no_quote","picture","no_very",31
"759029315006705664","Android","Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!",2016-07-29 14:14:25,9,"no_quote","no_picture","no_very",140
"759027356434518016","Android","If Michael Bloomberg ran again for Mayor of New York, he wouldn't get 10% of the vote - they would run him out of town!  #NeverHillary",2016-07-29 14:06:38,9,"no_quote","no_picture","no_very",134
"759025610249216000","Android","""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!",2016-07-29 13:59:42,8,"qote","no_picture","no_very",135
"759024055123009536","Android","General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  #NeverHillary",2016-07-29 13:53:31,8,"no_quote","no_picture","no_very",140
"759021886055387136","Android","Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!",2016-07-29 13:44:54,8,"no_quote","no_picture","very",137
"759017481633542145","iPhone","Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets:",2016-07-29 13:27:24,8,"no_quote","picture","no_very",81
"759014707277598720","Android","""@AnnCoulter: ""I believe in science"" Dem code for ""we're shutting down coal mines, steel plants and any other remaining manufacturing""""",2016-07-29 13:16:22,8,"qote","no_picture","no_very",135
"759013928315686917","iPhone","CAMPAIGN STATEMENT:",2016-07-29 13:13:16,8,"no_quote","picture","no_very",19
"759013889761697794","Android","Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!",2016-07-29 13:13:07,8,"no_quote","no_picture","no_very",100
"759008377577967616","Android","Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!",2016-07-29 12:51:13,7,"no_quote","no_picture","very",133
"759005597899436032","Android","The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!",2016-07-29 12:40:10,7,"no_quote","no_picture","very",140
"758874457142284288","iPhone","No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.",2016-07-29 03:59:04,22,"no_quote","no_picture","no_very",107
"758873961425805312","iPhone","Hillary's wars in the Middle East have unleashed destruction, terrorism and ISIS across the world.",2016-07-29 03:57:06,22,"no_quote","no_picture","no_very",98
"758873275044798464","iPhone","Hillary's vision is a borderless world where working people have no power, no jobs, no safety.",2016-07-29 03:54:22,22,"no_quote","no_picture","no_very",94
"758872873234681860","iPhone","Hillary will never reform Wall Street. She is owned by Wall Street!",2016-07-29 03:52:46,22,"no_quote","no_picture","no_very",67
"758872422028148740","iPhone","Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.",2016-07-29 03:50:59,22,"no_quote","no_picture","no_very",112
"758871653547806724","iPhone","Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.",2016-07-29 03:47:56,22,"no_quote","no_picture","no_very",139
"758851150175055874","iPhone","Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT!",2016-07-29 02:26:27,21,"no_quote","picture","no_very",65
"758802697763958784","iPhone","#CrookedHillary",2016-07-28 23:13:55,18,"no_quote","picture","no_very",15
"758778607489708032","iPhone","""Dems warn not to underestimate Trump's potential win""",2016-07-28 21:38:12,16,"qote","picture","no_very",54
"758771144140820481","iPhone","Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA",2016-07-28 21:08:32,16,"no_quote","picture","no_very",100
"758768028595032064","iPhone","Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.",2016-07-28 20:56:09,15,"no_quote","no_picture","no_very",121
"758761945910669312","iPhone","A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.",2016-07-28 20:31:59,15,"no_quote","no_picture","no_very",114
"758761521317023744","iPhone","AMERICA'S FUTURE",2016-07-28 20:30:18,15,"no_quote","picture","no_very",16
"758731880183193601","Android","""@LallyRay: Poll: Donald Trump Sees 17-Point Positive Swing in Two Weeks - Breitbart  @realdonaldtrump""  Great!",2016-07-28 18:32:31,13,"qote","picture","no_very",111
"758512401629192192","Android","""@trumplican2016: @realDonaldTrump @DavidWohl stay the course mr trump your message is resonating with the PEOPLE""",2016-07-28 04:00:23,23,"qote","no_picture","no_very",114
"758511494669664256","Android","""@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly""",2016-07-28 03:56:47,22,"qote","no_picture","no_very",120
"758492727583576064","iPhone","Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair.",2016-07-28 02:42:13,21,"no_quote","no_picture","no_very",118
"758491947409481728","iPhone","Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!",2016-07-28 02:39:07,21,"no_quote","no_picture","no_very",130
"758452289376022529","iPhone","Join me live in Toledo, Ohio!#MakeAmericaGreatAgain",2016-07-28 00:01:31,19,"no_quote","picture","no_very",51
"758422125254471680","iPhone","#CrookedHillary",2016-07-27 22:01:40,17,"no_quote","picture","no_very",15
"758421383063961604","iPhone","Thank you Pennsylvania!#MakeAmericaGreatAgain",2016-07-27 21:58:43,16,"no_quote","picture","no_very",45
"758380358874247168","iPhone","Thank you to our amazing law enforcement officers! #MAGA",2016-07-27 19:15:42,14,"no_quote","picture","no_very",56
"758367154232320000","iPhone","""Trump right: Illegal families crossing border set to double, 51,152 so far""",2016-07-27 18:23:14,13,"qote","picture","no_very",76
"758350470402408449","iPhone","Great new poll - thank you!#MakeAmericaGreatAgain",2016-07-27 17:16:56,12,"no_quote","picture","no_very",49
"758335147183788032","iPhone","If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!",2016-07-27 16:16:02,11,"no_quote","no_picture","no_very",140
"758331893809090560","iPhone","Join our next Vice President, @Mike_Pence in Wisconsin tonight ; Michigan Thursday!MI: WI:",2016-07-27 16:03:07,11,"no_quote","picture","no_very",90
"758286077400580096","Android","Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic",2016-07-27 13:01:03,8,"no_quote","no_picture","no_very",140
"758285141982711808","Android","Our not very bright Vice President, Joe Biden, just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe, that was Ted Cruz!",2016-07-27 12:57:20,7,"no_quote","no_picture","very",130
"758242674646323200","Android","Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!",2016-07-27 10:08:35,5,"no_quote","no_picture","no_very",138
"758240929564258305","Android","Hopefully the violent and vicious killing by ISIS of a beloved French priest is causing people to start thinking rationally. Get tough!",2016-07-27 10:01:39,5,"no_quote","no_picture","no_very",135
"758238226180083712","Android","The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!",2016-07-27 09:50:55,4,"no_quote","no_picture","no_very",139
"758236300554174465","Android","Funny how the failing @nytimes is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!",2016-07-27 09:43:16,4,"no_quote","no_picture","no_very",139
"758233935230959617","Android","As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv.",2016-07-27 09:33:52,4,"no_quote","no_picture","no_very",140
"758135085820416000","iPhone","Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP.",2016-07-27 03:01:04,22,"no_quote","picture","no_very",95
"758122684798607360","Android","Many of Bernie's supporters have left the arena. Did Bernie go home and go to sleep?",2016-07-27 02:11:47,21,"no_quote","no_picture","no_very",84
"758121939365982208","Android","I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!",2016-07-27 02:08:50,21,"no_quote","no_picture","no_very",137
"758120321845235712","Android","No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!",2016-07-27 02:02:24,21,"no_quote","no_picture","no_very",135
"758117640200187905","Android","You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly",2016-07-27 01:51:45,20,"no_quote","no_picture","no_very",136
"758071952498159616","Android","For the record, I have ZERO investments in Russia.",2016-07-26 22:50:12,17,"no_quote","no_picture","no_very",50
"758071264128806912","Android","In order to try and deflect the horror and stupidity of the Wikileakes disaster, the Dems said maybe it is Russia dealing with Trump. Crazy!",2016-07-26 22:47:28,17,"no_quote","no_picture","no_very",140
"758030957530255360","iPhone","#CrookedHillary",2016-07-26 20:07:18,15,"no_quote","picture","no_very",15
"758026136299397120","iPhone","Dems don't want to talk ISIS b/c Hillary's foreign interventions unleashed ISIS ; her refugee plans make it easier for them to come here.",2016-07-26 19:48:08,14,"no_quote","no_picture","no_very",137
"758021060503756804","iPhone","Bernie's exhausted, he just wants to shut down and go home to bed!",2016-07-26 19:27:58,14,"no_quote","no_picture","no_very",66
"758020997383684096","iPhone","The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!",2016-07-26 19:27:43,14,"no_quote","no_picture","very",137
"758004154417553409","iPhone","Thank you New Hampshire! #MakeAmericaGreatAgain",2016-07-26 18:20:48,13,"no_quote","picture","no_very",47
"757997327269306369","iPhone","Join us in Toledo, Ohio- tomorrow night at 8pm! #TrumpPence16 #MAGATickets:",2016-07-26 17:53:40,12,"no_quote","picture","no_very",75
"757994830110658560","iPhone","Join us tomorrow in Scranton, Pennsylvania at 3pm!#TrumpPence16 #MAGA Tickets:",2016-07-26 17:43:45,12,"no_quote","picture","no_very",78
"757919034755076096","Android","Pocahontas bombed last night! Sad to watch.",2016-07-26 12:42:33,7,"no_quote","no_picture","no_very",43
"757918002339778560","Android","Why aren't the Democrats speaking about ISIS, bad trade deals, broken borders, police and law and order. The Republican Convention was great",2016-07-26 12:38:27,7,"no_quote","no_picture","no_very",140
"757916962269704192","Android","Funny, if you listen to @FoxNews, the Democrats did not have a good day. If you listen to the other two, they are fawning. What a difference",2016-07-26 12:34:19,7,"no_quote","no_picture","no_very",140
"757777369272815617","Android","Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time.",2016-07-26 03:19:38,22,"no_quote","no_picture","no_very",138
"757775689525309440","Android","Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!",2016-07-26 03:12:57,22,"no_quote","no_picture","no_very",138
"757773671545044992","iPhone","Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.",2016-07-26 03:04:56,22,"no_quote","no_picture","no_very",132
